word_count,char_count,caps_ratio,exclamation_count,question_count,url_count,spam_keyword_count,digit_ratio,special_char_ratio,subject_length,subject_caps_ratio,subject_spam_keywords,has_attachment,reply_to_mismatch,sender_domain_len,html_ratio,urgency_word_count,money_word_count,personal_greeting,line_break_ratio,label
0.032,0.031,0.010753,0.0,0.0,0.1,0.0,0.010753,0.0,0.266667,0.025,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.02,1
0.136,0.167,0.03992,0.0,0.05,0.15,0.2,0.023952,0.005988,0.373333,0.178571,0.4,0.0,0.0,0.28,0.0,0.0,0.0,1.0,0.48,1
0.136,0.164333,0.040568,0.0,0.05,0.15,0.2,0.024341,0.006085,0.373333,0.178571,0.4,0.0,0.0,0.28,0.0,0.0,0.0,1.0,0.48,1
0.076,0.079333,0.008403,0.0,0.0,0.05,0.0,0.0,0.0,0.446667,0.164179,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.16,1
0.604,1.0,0.164625,0.0,0.75,1.0,0.2,0.061256,0.000255,0.133333,0.25,0.0,0.0,0.0,0.42,0.003063,0.0,0.0,0.0,0.0,1
1.0,1.0,0.122884,0.0,0.0,0.05,0.066667,0.123244,0.0,0.246667,0.027027,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0
0.79,1.0,0.026887,0.0,0.6,0.6,0.133333,0.040636,0.003055,0.246667,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.3,0.0,1.0,0
0.802,1.0,0.0394,0.05,0.6,0.5,0.133333,0.057849,0.002814,0.26,0.0,0.0,0.0,0.0,0.32,0.007817,0.0,0.2,0.0,0.0,0
0.304,0.283333,0.052941,0.0,0.05,0.0,0.0,0.022353,0.0,0.166667,0.04,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.58,0
0.078,0.107667,0.040248,0.0,0.05,0.05,0.0,0.049536,0.003096,0.573333,0.116279,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.3,0
0.87,0.797333,0.008779,0.0,0.25,0.0,0.0,0.006271,0.038462,0.34,0.019608,0.0,0.0,0.0,0.18,0.00209,0.0,0.0,0.0,0.0,0
0.11,0.144667,0.041475,0.0,0.1,0.05,0.0,0.0,0.002304,0.386667,0.086207,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.34,0
1.0,1.0,0.06934,0.15,0.25,0.0,0.333333,0.012184,0.000443,0.44,0.075758,0.0,0.0,0.0,0.46,0.0,0.0,0.3,0.0,1.0,0
0.018,0.03,0.033333,0.0,0.0,0.05,0.0,0.122222,0.0,0.066667,0.1,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.02,1
0.84,1.0,0.034075,0.0,0.15,0.15,0.066667,0.029851,0.000282,0.466667,0.028571,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0
1.0,1.0,0.121422,0.75,0.0,0.05,0.133333,0.121162,0.0,0.246667,0.027027,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,1.0,0
0.016,0.051667,0.019355,0.05,0.0,0.0,0.066667,0.0,0.0,0.26,0.025641,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.02,1
0.144,0.156333,0.123667,0.85,0.05,0.05,0.2,0.034115,0.006397,1.0,0.038251,0.4,0.0,0.0,0.14,0.0,0.0,0.2,0.0,0.2,1
0.604,1.0,0.165639,0.0,0.75,1.0,0.2,0.055984,0.000257,0.133333,0.25,0.0,0.0,0.0,0.4,0.003082,0.0,0.0,0.0,0.0,1
0.604,1.0,0.165682,0.0,0.75,1.0,0.2,0.055998,0.000257,0.133333,0.25,0.0,0.0,0.0,0.4,0.003082,0.0,0.0,0.0,0.0,1
